Job Name,Company Name,Job Type,Experience Required,Department,JD,City,Date Posted,Min Experience,Max Experience,Experience Category,Search Text,Extracted Skills
Full Time Accountant/Bookkeeper Job in Pakistan,"Minhas Construction Corp., Pakistan",Full Time Job,3 Years Job Exp.,Construction Job,[Female candidates are highly encouraged to apply for this position]We are an award-winning U.S based multi-national Construction and Engineering firm looking for a Accountant/Bookkeeper to assist our US based office. The C,Lahore,2020-01-06,3,3,Experienced,Full Time Accountant/Bookkeeper Job in Pakistan [Female candidates are highly encouraged to apply for this position]We are an award-winning U.S based multi-national Construction and Engineering firm looking for a Accountant/Bookkeeper to assist our US based office. The C,[]
Full Time HR Manager Job in Pakistan,"Minhas Construction Corp., Pakistan",Full Time Job,3 Years Job Exp.,Construction Job,We are an award-winning U.S based multi-national Construction and Engineering firm looking for a Accountant/Bookkeeper to assist our US based office. The Candidate will work from our Lahore office located in Cavalry Ground. The working hours will,Lahore,2020-01-06,3,3,Experienced,Full Time HR Manager Job in Pakistan We are an award-winning U.S based multi-national Construction and Engineering firm looking for a Accountant/Bookkeeper to assist our US based office. The Candidate will work from our Lahore office located in Cavalry Ground. The working hours will,['HR']
Full Time Java Developer Job in Pakistan,"Macrosoft Pakistan (Pvt.) Ltd. , Pakistan",Full Time Job,3 Years Job Exp.,Computer Software Job,MacroSoft Pakistan is looking for a skilled Java Developer with 2 to 4+ years of exp. who is comfortable with both front &amp; back end programming. He will be responsible for developing &amp; designing front end web application using Angular 2.x,Lahore,2020-01-06,3,3,Experienced,Full Time Java Developer Job in Pakistan MacroSoft Pakistan is looking for a skilled Java Developer with 2 to 4+ years of exp. who is comfortable with both front &amp; back end programming. He will be responsible for developing &amp; designing front end web application using Angular 2.x,"['Java', 'Angular']"
Online Full Time Senior .Net Core MVC Front-End Developer Jobs in Pakistan,"Simple Store Pty. Ltd., Pakistan",Full Time Jobs,4 Years Job Exp.,Web & E-commerce Jobs,"About us:We are an eCommerce platform provider based out of Sydney, AustraliaWhat we&#39;re looking for:An experienced front-end developer to help build eCommerce websites and bu",Islamabad,2020-01-06,4,4,Experienced,"Online Full Time Senior .Net Core MVC Front-End Developer Jobs in Pakistan About us:We are an eCommerce platform provider based out of Sydney, AustraliaWhat we&#39;re looking for:An experienced front-end developer to help build eCommerce websites and bu","['.NET Core', '.NET']"
Full Time Delivery Boy Jobs in Pakistan,"Switch Communication , Pakistan",Full Time Jobs,3 Years Job Exp.,Sales Jobs,Required delivery boys for our product Farm to Home supply of fruit and vegetable online.he should have his own `motorcycle.he should Know the Area.he should Know to operate Location App.,Peshawar,2020-01-06,3,3,Experienced,Full Time Delivery Boy Jobs in Pakistan Required delivery boys for our product Farm to Home supply of fruit and vegetable online.he should have his own `motorcycle.he should Know the Area.he should Know to operate Location App.,[]
Full Time Marketing Executives Job in Pakistan,"Digital Waves, Pakistan",Full Time Job,< 1 Year,Web & E-commerce Job,We&#39;re looking for a makreting person to go out in market and bring some business for our sofrware house.we&#39;ve softwre house and institute as well so we want someone who&#39;s very active in this field and knows about web/andr,Multan,2020-01-06,0,1,Entry Level,Full Time Marketing Executives Job in Pakistan We&#39;re looking for a makreting person to go out in market and bring some business for our sofrware house.we&#39;ve softwre house and institute as well so we want someone who&#39;s very active in this field and knows about web/andr,['Marketing']
Full Time Graphic Designer Job in Pakistan,"Creatic Hub, Pakistan",Full Time Job,< 1 Year,Computer Software Job,"HIRING GRAPHIC DESIGNER.Creactic Hub is hiring a graphic designer who can design quality flyers, posters, banners, brochures, facebook ads, logos etc.
Candidate must have a strong portfolio and must be expert in Adobe Photoshop and Adob",Lahore,2020-01-06,0,1,Entry Level,"Full Time Graphic Designer Job in Pakistan HIRING GRAPHIC DESIGNER.Creactic Hub is hiring a graphic designer who can design quality flyers, posters, banners, brochures, facebook ads, logos etc.
Candidate must have a strong portfolio and must be expert in Adobe Photoshop and Adob",['Adobe Photoshop']
Full Time Customer-Oriented Service Representative Job in Pakistan,"UI Xpider Technologies, Pakistan",Full Time Job,2 Years Job Exp.,IT Job,Proven customer support experience or experience as a client service representativeResponsibilitiesManaging incoming calls and customer service inquiriesGenerating sales leads that develop into n,Lahore,2020-01-06,2,2,Experienced,Full Time Customer-Oriented Service Representative Job in Pakistan Proven customer support experience or experience as a client service representativeResponsibilitiesManaging incoming calls and customer service inquiriesGenerating sales leads that develop into n,"['Sales', 'Customer Service', 'Customer Support']"
Full Time Front End Developer  Jobs in Pakistan,"Kingdom Vision, Pakistan",Full Time Jobs,< 1 Year,IT Jobs,"o Able to convert PSD files into a responsive WordPress pageo Hands-On experience on WordPress, Bootstrap, Media Queries, HTML/CSS etc.",Karachi,2020-01-06,0,1,Entry Level,"Full Time Front End Developer  Jobs in Pakistan o Able to convert PSD files into a responsive WordPress pageo Hands-On experience on WordPress, Bootstrap, Media Queries, HTML/CSS etc.","['HTML', 'CSS', 'WordPress', 'Bootstrap']"
Full Time PHP Developer Jobs in Pakistan,"Kingdom Vision, Pakistan",Full Time Jobs,< 1 Year,IT Jobs,Framework: Code Igniter/LaravelCandidate having proven experience of building management software&rsquo;s are highly Preferred.,Karachi,2020-01-06,0,1,Entry Level,Full Time PHP Developer Jobs in Pakistan Framework: Code Igniter/LaravelCandidate having proven experience of building management software&rsquo;s are highly Preferred.,['PHP']
Online Full Time Marketing And Sales Executive Jobs in Pakistan,"Penta Solutions, Pakistan",Full Time Jobs,Job for Students,Marketing Jobs,"Managing large amounts of inbound and outbound calls in a timely manner.Following call center &ldquo;scripts&rdquo; when handling different topics. Identifying customers&#39; needs, clarify information, research every issue and provi",Lahore,2020-01-06,0,0,Student,"Online Full Time Marketing And Sales Executive Jobs in Pakistan Managing large amounts of inbound and outbound calls in a timely manner.Following call center &ldquo;scripts&rdquo; when handling different topics. Identifying customers&#39; needs, clarify information, research every issue and provi","['Marketing', 'Sales']"
Full Time Mechanical Design Engineer Job in Pakistan,"Advanced Blaze Concealed, Pakistan",Full Time Job,3 Years Job Exp.,Engineering Job,Our company is seeking a mechanical design engineer with atleast 3 years of design experience possibly with solidworks or related packages. Designer should poses the following attributes.To design a range of mechanical parts and assemblies,Karachi,2020-01-05,3,3,Experienced,Full Time Mechanical Design Engineer Job in Pakistan Our company is seeking a mechanical design engineer with atleast 3 years of design experience possibly with solidworks or related packages. Designer should poses the following attributes.To design a range of mechanical parts and assemblies,[]
Full Time ASP.NET Developer Job in Pakistan,"Sepia Solutions, Pakistan",Full Time Job,1 Year Job Exp.,IT Job,We are looking for a professional to join our Web Engineering team with a good understanding of Microsoft .Net Technologies. The ideal candidate should have prior experience of working with ASP.NET MVC PlatformResponsibilities:<,Karachi,2020-01-04,1,1,Experienced,Full Time ASP.NET Developer Job in Pakistan We are looking for a professional to join our Web Engineering team with a good understanding of Microsoft .Net Technologies. The ideal candidate should have prior experience of working with ASP.NET MVC PlatformResponsibilities:<,"['.NET', 'ASP.NET']"
Online Full Time Email And Server Administrator Job in Pakistan,"Sepia Solutions, Pakistan",Full Time Job,1 Year Job Exp.,IT Job,"We are looking for a professional to join our team of technical solution specialists with a good understanding of IT services including Web Hosting, Email Server, database server, Application Server an Cloud Computing along with data center servie",Karachi,2020-01-04,1,1,Experienced,"Online Full Time Email And Server Administrator Job in Pakistan We are looking for a professional to join our team of technical solution specialists with a good understanding of IT services including Web Hosting, Email Server, database server, Application Server an Cloud Computing along with data center servie",[]
Full Time CSR / Telecom Data Management Executive Jobs in Pakistan,"The Backend Solutions, Pakistan",Full Time Jobs,< 1 Year,IT Jobs,Fluent in Speaking EnglishPerson with Prior call center experience wil be preffered.Shift Timings : 7pm to 4amGood environment,Islamabad,2020-01-04,0,1,Entry Level,Full Time CSR / Telecom Data Management Executive Jobs in Pakistan Fluent in Speaking EnglishPerson with Prior call center experience wil be preffered.Shift Timings : 7pm to 4amGood environment,[]
Full Time Content Writer  Job in Pakistan,"Lalani & Associates, Pakistan",Full Time Job,< 1 Year,Legal Job,"Lalani &amp; Associates is looking for a dynamic, self-motivated individual with skills in web &amp; SEO content writing. The individual is responsible for:- Writing SEO articles &amp; blogs- Developing website content",Karachi,2020-01-04,0,1,Entry Level,"Full Time Content Writer  Job in Pakistan Lalani &amp; Associates is looking for a dynamic, self-motivated individual with skills in web &amp; SEO content writing. The individual is responsible for:- Writing SEO articles &amp; blogs- Developing website content",['SEO']
Full Time Android Developers Job in Pakistan,"Nordic Technologies, Pakistan",Full Time Job,< 1 Year,Computer Software Job,NORDIC TECHNOLOGIES is looking for an Android Developer to join our team of developers!We want a developer that possesses a passion for pushing mobile technologies to the limits.You will work with our team of talente,Islamabad,2020-01-04,0,1,Entry Level,Full Time Android Developers Job in Pakistan NORDIC TECHNOLOGIES is looking for an Android Developer to join our team of developers!We want a developer that possesses a passion for pushing mobile technologies to the limits.You will work with our team of talente,[]
Full Time Project Manager Required For A Software House (DOTKLICK) Job in Pakistan,"Dotklick, Pakistan",Full Time Job,3 Years Job Exp.,IT Job,"Age Bracket: 25-35.Gender: Male.Education: Min Masters Required In Related Fields.Experience: Planning &amp; Resources, Leader, Project Management 3+ Years Minimum.
From one of the leading Companies, M",Karachi,2020-01-04,3,3,Experienced,"Full Time Project Manager Required For A Software House (DOTKLICK) Job in Pakistan Age Bracket: 25-35.Gender: Male.Education: Min Masters Required In Related Fields.Experience: Planning &amp; Resources, Leader, Project Management 3+ Years Minimum.
From one of the leading Companies, M",['Project Management']
Full Time Client Relationship Executive - DHA Lahore Jobs in Pakistan,"HG Markets Pvt Ltd, Pakistan",Full Time Jobs,1 Year Job Exp.,Sales Jobs,This position is open for our DHA office.To generate quality leads that result in sales.Cold calling to arrange meetings with potential customers to prospect for business.Work with team to achieve sales,Lahore,2020-01-03,1,1,Experienced,Full Time Client Relationship Executive - DHA Lahore Jobs in Pakistan This position is open for our DHA office.To generate quality leads that result in sales.Cold calling to arrange meetings with potential customers to prospect for business.Work with team to achieve sales,['Sales']
Full Time Estimation/Quantity Engineer Jobs in Pakistan,"Minhas Construction Corp., Pakistan",Full Time Jobs,2 Years Job Exp.,Construction Jobs,We are an award-winning U.S based multi-national Construction and Engineering firm looking for a civil engineer to perform material take-offs and estimating. The Candidate will work from our Lahore office located in Cavalry Ground. The working hou,Lahore,2020-01-03,2,2,Experienced,Full Time Estimation/Quantity Engineer Jobs in Pakistan We are an award-winning U.S based multi-national Construction and Engineering firm looking for a civil engineer to perform material take-offs and estimating. The Candidate will work from our Lahore office located in Cavalry Ground. The working hou,[]
Full Time Game Developer (Unity 3D) Jobs in Pakistan,"Five River Solutions, Pakistan",Full Time Jobs,1 Year Job Exp.,Computer Software Jobs,"Five River Solutions is looking for EXPERIENCED Game Developer to join the existing team. You will be working on variety of tasks (from simple to complex level), including development, performance tuning, deployment, and ensuring",Islamabad,2020-01-03,1,1,Experienced,"Full Time Game Developer (Unity 3D) Jobs in Pakistan Five River Solutions is looking for EXPERIENCED Game Developer to join the existing team. You will be working on variety of tasks (from simple to complex level), including development, performance tuning, deployment, and ensuring",[]
Full Time PHP Developer Job in Pakistan,"Omfor Pvt. Ltd., Pakistan",Full Time Job,1 Year Job Exp.,Computer Software Job,"Urgently seeking for a passionate PHP Developer to join our team!Responsibilities:Keen knowledge on PHP, MYSQL, Java script, Wordpress, HTML &amp; CSSExcellent coding skills in magento 2Strong command o",Karachi,2020-01-03,1,1,Experienced,"Full Time PHP Developer Job in Pakistan Urgently seeking for a passionate PHP Developer to join our team!Responsibilities:Keen knowledge on PHP, MYSQL, Java script, Wordpress, HTML &amp; CSSExcellent coding skills in magento 2Strong command o","['Java', 'PHP', 'HTML', 'WordPress', 'MySQL']"
Online Full Time Graphic Designer Job in Pakistan,"Arete Apps, Pakistan",Full Time Job,3 Years Job Exp.,Marketing Job,"Solid knowledge of Adobe Creative suite, primarily Adobe Photoshop, Adobe Illustrator, and Adobe In-designWe are looking for an experienced (3-4+ years)Graphic Designer with a great taste for design and exceptional command",Islamabad,2020-01-03,3,3,Experienced,"Online Full Time Graphic Designer Job in Pakistan Solid knowledge of Adobe Creative suite, primarily Adobe Photoshop, Adobe Illustrator, and Adobe In-designWe are looking for an experienced (3-4+ years)Graphic Designer with a great taste for design and exceptional command","['Adobe Photoshop', 'Illustrator']"
Full Time Tour Manager Job in Pakistan,"Macnkro Travel, Pakistan",Full Time Job,2 Years Job Exp.,Aviation Job,"Make Packages (Excursion on Demand for Client)Ability to develop pacakge for holidays, leisure, Busienss travel Etcprovide range of information on Itineraries, timings and destination related information (Restaurant, sightse",Karachi,2020-01-03,2,2,Experienced,"Full Time Tour Manager Job in Pakistan Make Packages (Excursion on Demand for Client)Ability to develop pacakge for holidays, leisure, Busienss travel Etcprovide range of information on Itineraries, timings and destination related information (Restaurant, sightse",[]
Full Time Technical Content Writer Jobs in Pakistan,"Golpik, Pakistan",Full Time Jobs,3 Years Job Exp.,Web & E-commerce Jobs,"Golpik Inc is in need of a talented Content Writer to create compelling blog posts, product descriptions, social media content, and web copy.We&rsquo;re looking for someone who will help us expand our digital footprint and drive more value",Karachi,2020-01-03,3,3,Experienced,"Full Time Technical Content Writer Jobs in Pakistan Golpik Inc is in need of a talented Content Writer to create compelling blog posts, product descriptions, social media content, and web copy.We&rsquo;re looking for someone who will help us expand our digital footprint and drive more value",[]
Full Time Sales Executive - Motorcycle Sales (Contractual) Job in Pakistan,"Pak Suzuki Motors Co., Pakistan",Full Time Job,1 Year Job Exp.,Autos Job,"Job summary:Responsible for Direct Sales, Installment, Sales &amp; Promotion of Suzuki Motorcycle in Suzuki Showroom.Responsible for Planning &amp; proper follow up to interested customers and corporate through visits &amp; telephone",Multan,2020-01-03,1,1,Experienced,"Full Time Sales Executive - Motorcycle Sales (Contractual) Job in Pakistan Job summary:Responsible for Direct Sales, Installment, Sales &amp; Promotion of Suzuki Motorcycle in Suzuki Showroom.Responsible for Planning &amp; proper follow up to interested customers and corporate through visits &amp; telephone",['Sales']
Full Time Senior Front End Developer  Job in Pakistan,"Global Engineering Services, Pakistan",Full Time Job,7 Years Job Exp.,Computer Software Job,"Sr. Front End Developer Company OverviewTazteq-PK is a sisters&rsquo; company of Global Engineering Services business and it is a process automation and outsourcing company, based in Pakistan,",Lahore,2020-01-03,7,7,Experienced,"Full Time Senior Front End Developer  Job in Pakistan Sr. Front End Developer Company OverviewTazteq-PK is a sisters&rsquo; company of Global Engineering Services business and it is a process automation and outsourcing company, based in Pakistan,",[]
Full Time Web Front End Developer Job in Pakistan,"Interactive Group of Companies, Pakistan",Full Time Job,< 1 Year,Engineering Job,1-2 years of experience in designing web as per latest technologies.Determining the structure and design of web pages.Optimizing web pages for maximum speed and scalability.Experience with responsive and adaptive de,Islamabad,2020-01-02,0,1,Entry Level,Full Time Web Front End Developer Job in Pakistan 1-2 years of experience in designing web as per latest technologies.Determining the structure and design of web pages.Optimizing web pages for maximum speed and scalability.Experience with responsive and adaptive de,[]
Full Time Full Stack Web Developer - JAVA Job in Pakistan,"Interactive Group of Companies, Pakistan",Full Time Job,< 1 Year,Engineering Job,"Full Stack Developers will be required to see out a project from conception to final product, requiring good organizational skills and attention to detail.2-3 years of experience in working as full stack developerStrong Knowle",Islamabad,2020-01-02,0,1,Entry Level,"Full Time Full Stack Web Developer - JAVA Job in Pakistan Full Stack Developers will be required to see out a project from conception to final product, requiring good organizational skills and attention to detail.2-3 years of experience in working as full stack developerStrong Knowle",['Java']
Full Time Sales Executive Job in Pakistan,"Diet 360, Pakistan",Full Time Job,1 Year Job Exp.,Sales Job,"organising sales visitsdemonstrating and presenting productsestablishing new businessmaintaining accurate recordsattending trade exhibitions, conferences and meetingsreviewing sales performancenegotiating",Lahore,2020-01-01,1,1,Experienced,"Full Time Sales Executive Job in Pakistan organising sales visitsdemonstrating and presenting productsestablishing new businessmaintaining accurate recordsattending trade exhibitions, conferences and meetingsreviewing sales performancenegotiating",['Sales']
Full Time Graphics Designer And Social Media Expert Job in Pakistan,"Diet 360, Pakistan",Full Time Job,1 Year Job Exp.,Admin Job,"1. Producing content to be posted online.2. Producing content to be posted online.3. Increasing traffic and appealing to target audiences.4. Creating posts, pages, and applications to attract customers.5. Using programm",Lahore,2020-01-01,1,1,Experienced,"Full Time Graphics Designer And Social Media Expert Job in Pakistan 1. Producing content to be posted online.2. Producing content to be posted online.3. Increasing traffic and appealing to target audiences.4. Creating posts, pages, and applications to attract customers.5. Using programm",[]
Full Time Python Developer Job in Pakistan,"Alchemative (Pvt) Ltd, Pakistan",Full Time Job,1 Year Job Exp.,IT Job,"Strong knowledge of the following frameworks/libraries/languages.Django Rest FrameworkDjango FrameworkDjango ORM and SQL AlchemyPython, SQL, Testing ToolsJavascript, NextJS, JQuery, HTML/CSS, Bootstrap.Str",Lahore,2020-01-01,1,1,Experienced,"Full Time Python Developer Job in Pakistan Strong knowledge of the following frameworks/libraries/languages.Django Rest FrameworkDjango FrameworkDjango ORM and SQL AlchemyPython, SQL, Testing ToolsJavascript, NextJS, JQuery, HTML/CSS, Bootstrap.Str","['Python', 'HTML', 'CSS', 'Django', 'SQL', 'Bootstrap', 'jQuery']"
Full Time Associate Business Consultant  Job in Pakistan,"Highly Keen, Pakistan",Full Time Job,< 1 Year,Sales Job,Highly Keen - The Management Institute is looking for Assocaite Business Consultant.Main Job Roles of required candidate are following:1) Assist senior consultant in diffeerent consulting projects.2) Conduct Online and Offline Market,Lahore,2020-01-01,0,1,Entry Level,Full Time Associate Business Consultant  Job in Pakistan Highly Keen - The Management Institute is looking for Assocaite Business Consultant.Main Job Roles of required candidate are following:1) Assist senior consultant in diffeerent consulting projects.2) Conduct Online and Offline Market,[]
Full Time PHP Developers Jobs in Pakistan,"Logico International, Pakistan",Full Time Jobs,2 Years Job Exp.,Computer Software Jobs,"We are looking for the PHP developers to join our hardworking team of PHP developers.
PHP Developer&#39;s job is to work with the existing team on the system company provides as ERPs to the co",Faisalabad,2020-01-01,2,2,Experienced,"Full Time PHP Developers Jobs in Pakistan We are looking for the PHP developers to join our hardworking team of PHP developers.
PHP Developer&#39;s job is to work with the existing team on the system company provides as ERPs to the co",['PHP']
Full Time PHP/Wordpress Developer  Jobs in Pakistan,"Xtensive IT Solutions, Pakistan",Full Time Jobs,3 Years Job Exp.,Web & E-commerce Jobs,"We are Looking Experienced Wordpres and PHP Developer to join our existing Web Development Team. The candidates must have sufficient experience in WordPress, PHP, MySql, Html, Css and JavaScript.",Lahore,2020-01-01,3,3,Experienced,"Full Time PHP/Wordpress Developer  Jobs in Pakistan We are Looking Experienced Wordpres and PHP Developer to join our existing Web Development Team. The candidates must have sufficient experience in WordPress, PHP, MySql, Html, Css and JavaScript.","['JavaScript', 'PHP', 'HTML', 'CSS', 'WordPress', 'MySQL']"
Full Time Graphics Designer Job in Pakistan,"CrecenTech, Pakistan",Full Time Job,2 Years Job Exp.,IT Job,Immediate Hiring - Excellent Growth and Learning Opportunities for the right candidate.We prefer someone ready to join IMMIDIATELYJob Description:We are seeking a Graphics Designer to join our team who will be design,Lahore,2019-12-31,2,2,Experienced,Full Time Graphics Designer Job in Pakistan Immediate Hiring - Excellent Growth and Learning Opportunities for the right candidate.We prefer someone ready to join IMMIDIATELYJob Description:We are seeking a Graphics Designer to join our team who will be design,[]
Full Time HR Manager Job in Pakistan,"1 Key Solution, Pakistan",Full Time Job,5 Years Job Exp.,Web & E-commerce Job,1 KEY SOLUTION is looking for a dedicated person who has more 4-5 years of hands on experince in Human Resource Management specially in Software House.Responsibilities:Maintai,Islamabad,2019-12-31,5,5,Experienced,Full Time HR Manager Job in Pakistan 1 KEY SOLUTION is looking for a dedicated person who has more 4-5 years of hands on experince in Human Resource Management specially in Software House.Responsibilities:Maintai,['HR']
Full Time React Native Developer Female Jobs in Pakistan,"Zoobi Apps Technologies, Pakistan",Full Time Jobs,3 Years Job Exp.,Computer Software Jobs,"We are looking for a React Native developer Female interested in building performant mobile apps on both the iOS and Android platforms. You will be responsible for architecting and building these applications, as well as coordinating with the teams r",Islamabad,2019-12-31,3,3,Experienced,"Full Time React Native Developer Female Jobs in Pakistan We are looking for a React Native developer Female interested in building performant mobile apps on both the iOS and Android platforms. You will be responsible for architecting and building these applications, as well as coordinating with the teams r",['React']
Full Time Internship Job in Pakistan,"FK Engineering , Pakistan",Full Time Job,Job for Fresh Graduates,Engineering Job,"The selected candidates will be provided extensive training of work on AUTOCAD Designing and estimation, switchgear manufacturing and electrical designing.",Karachi,2019-12-31,0,0,Fresh Graduate,"Full Time Internship Job in Pakistan The selected candidates will be provided extensive training of work on AUTOCAD Designing and estimation, switchgear manufacturing and electrical designing.",[]
Online Full Time Assistant Project Manager Job in Pakistan,"FK Engineering , Pakistan",Full Time Job,2 Years Job Exp.,Engineering Job,The applicant must have 2 to 3 year experience of electrical switchgears and all electrical works. Execution and completion of project within scheduled time.,Karachi,2019-12-31,2,2,Experienced,Online Full Time Assistant Project Manager Job in Pakistan The applicant must have 2 to 3 year experience of electrical switchgears and all electrical works. Execution and completion of project within scheduled time.,[]
Online Full Time Marketing Officer Jobs in Pakistan,"FK Engineering , Pakistan",Full Time Jobs,1 Year Job Exp.,Electronics Jobs,"The applicant should have 1 to 2 year of visiting the companies, able to generate electrical orders specially for Switchgears, Panels, cable trays and DBs.",Karachi,2019-12-31,1,1,Experienced,"Online Full Time Marketing Officer Jobs in Pakistan The applicant should have 1 to 2 year of visiting the companies, able to generate electrical orders specially for Switchgears, Panels, cable trays and DBs.",['Marketing']
Full Time PHP/ Codeigniter Developer Jobs in Pakistan,"S3 Technology, Pakistan",Full Time Jobs,< 1 Year,IT Jobs,"We are looking for Senior and Junior codeigniter Developers, who has sound knowledge of codeigniter websites development. 0-1 year experience in codeigniter and MySQL development. Solid development experience in Mobile application API (backend) an",Islamabad,2019-12-31,0,1,Entry Level,"Full Time PHP/ Codeigniter Developer Jobs in Pakistan We are looking for Senior and Junior codeigniter Developers, who has sound knowledge of codeigniter websites development. 0-1 year experience in codeigniter and MySQL development. Solid development experience in Mobile application API (backend) an","['PHP', 'MySQL', 'API']"
Online Full Time Customer Sales Representative - Night Shift Jobs in Pakistan,"Cognizance Communications Pvt Ltd, Pakistan",Full Time Jobs,1 Year Job Exp.,Customer Service Jobs,"We are looking for highly Skilled, motivated and experienced agents with excellent English communication skills for our US Based Call Center.",Islamabad,2019-12-30,1,1,Experienced,"Online Full Time Customer Sales Representative - Night Shift Jobs in Pakistan We are looking for highly Skilled, motivated and experienced agents with excellent English communication skills for our US Based Call Center.","['Communication', 'Sales']"
Online Full Time Oracle Developer (ADF/BI) Job in Pakistan,"Pak-Qatar Family Takaful Limited, Pakistan",Full Time Job,4 Years Job Exp.,Insurance Job,#NAME?,Karachi,2019-12-30,4,4,Experienced,Online Full Time Oracle Developer (ADF/BI) Job in Pakistan #NAME?,['Oracle']
Full Time Drivers - Females Preferred. Job in Pakistan,"UNICEF - United Nations Childrens Fund, Pakistan",Full Time Job,2 Years Job Exp.,Healthcare Job,"UNICEF works in some of the world&#39;s toughest places, to reach the world&#39;s most disadvantaged children. To save their lives. To defend their rights. To help them fulfill their potential.Across 190 countries and territories, we work f",Islamabad,2019-12-30,2,2,Experienced,"Full Time Drivers - Females Preferred. Job in Pakistan UNICEF works in some of the world&#39;s toughest places, to reach the world&#39;s most disadvantaged children. To save their lives. To defend their rights. To help them fulfill their potential.Across 190 countries and territories, we work f",[]
Full Time Business Development Executive Job in Pakistan,"Lets Procure, Pakistan",Full Time Job,< 1 Year,IT Job,"To identify new sales opportunities.
Generating new leads.
Maintains a list of potential leads and follow-ups with those clients by making subsequent sales pitches.
Cold calling prospective clients, arranging face to face meetings and",Karachi,2019-12-30,0,1,Entry Level,"Full Time Business Development Executive Job in Pakistan To identify new sales opportunities.
Generating new leads.
Maintains a list of potential leads and follow-ups with those clients by making subsequent sales pitches.
Cold calling prospective clients, arranging face to face meetings and","['Sales', 'Business Development']"
Full Time Full Stack Developer Job in Pakistan,"We Starter, Pakistan",Full Time Job,< 1 Year,Web & E-commerce Job,"Requirements: PHP, JAVASCRIPT, HTML, CSS and shoud be able to solve problems.Good knowledge of web development.",Karachi,2019-12-30,0,1,Entry Level,"Full Time Full Stack Developer Job in Pakistan Requirements: PHP, JAVASCRIPT, HTML, CSS and shoud be able to solve problems.Good knowledge of web development.","['JavaScript', 'PHP', 'HTML', 'CSS']"
Full Time Wordpress Designer / Developer Job in Pakistan,"DesignHub Studios, Pakistan",Full Time Job,< 1 Year,IT Job,"We need a WordPress Front End Designer and CMS Developer having expertise in HTML, CSS, UI/UX, and Theme Customization. He/She should be fully aware of the WordPress CMS, Plugins, Themes and Photoshop.",Karachi,2019-12-30,0,1,Entry Level,"Full Time Wordpress Designer / Developer Job in Pakistan We need a WordPress Front End Designer and CMS Developer having expertise in HTML, CSS, UI/UX, and Theme Customization. He/She should be fully aware of the WordPress CMS, Plugins, Themes and Photoshop.","['HTML', 'CSS', 'WordPress', 'UI/UX']"
Full Time Intern Content Writer & Admin Job in Pakistan,"Technology Wings, Pakistan",Full Time Job,Job for Fresh Graduates,Computer Software Job,"Opportunity to learn Social Media Marketing, App Store optimization, Tele Marketing, blogging and Email MarketingPerson with good communication skills (Writing, and verbal )Fresh Graduates are encouraged to apply Edu",Lahore,2019-12-30,0,0,Fresh Graduate,"Full Time Intern Content Writer & Admin Job in Pakistan Opportunity to learn Social Media Marketing, App Store optimization, Tele Marketing, blogging and Email MarketingPerson with good communication skills (Writing, and verbal )Fresh Graduates are encouraged to apply Edu","['Communication', 'Marketing']"
Full Time Senior Front End Developer Job in Pakistan,"Stackanet, Pakistan",Full Time Job,4 Years Job Exp.,IT Job,You&#39;ll help improve the overall experience of our product through improving the quality of the Frontend featuresYou&rsquo;ll be building responsive mobile first front-end features from ground up.You&rsquo;ll help identif,Islamabad,2019-12-30,4,4,Experienced,Full Time Senior Front End Developer Job in Pakistan You&#39;ll help improve the overall experience of our product through improving the quality of the Frontend featuresYou&rsquo;ll be building responsive mobile first front-end features from ground up.You&rsquo;ll help identif,[]
Full Time IOS Developer Job in Pakistan,"KTechZ Pvt. Ltd, Pakistan",Full Time Job,1 Year Job Exp.,IT Job,&middot; Deliver highly scale able and reliable production ready code&middot; Responsible for designing and developing IOS apps&middot; Ensure timely completion of tasks with top quality output and enthusiastic approach&middot,Lahore,2019-12-30,1,1,Experienced,Full Time IOS Developer Job in Pakistan &middot; Deliver highly scale able and reliable production ready code&middot; Responsible for designing and developing IOS apps&middot; Ensure timely completion of tasks with top quality output and enthusiastic approach&middot,[]
Full Time Telemarketing/Telesales Jobs in Pakistan,"Jagah Online, Pakistan",Full Time Jobs,5 Years Job Exp.,IT Jobs,"Deliver promotional presentations to current or prospective customers.Deliver prepared sales talks, reading from scripts that describe products or services, to persuade potential customers to purchase a product or service.Contact cur",Karachi,2019-12-30,5,5,Experienced,"Full Time Telemarketing/Telesales Jobs in Pakistan Deliver promotional presentations to current or prospective customers.Deliver prepared sales talks, reading from scripts that describe products or services, to persuade potential customers to purchase a product or service.Contact cur",['Sales']
Full Time Business Analyst Jobs in Pakistan,"Ignite Solutions, Pakistan",Full Time Jobs,2 Years Job Exp.,IT Jobs,"LOCATION: KARACHI, PAKISTANRequirement Phase:
- Gathering Requirement and Requirement Documentation
- Addressing client needs.
- Requirement Validation
- elicit requirements extensively with internal",Karachi,2019-12-30,2,2,Experienced,"Full Time Business Analyst Jobs in Pakistan LOCATION: KARACHI, PAKISTANRequirement Phase:
- Gathering Requirement and Requirement Documentation
- Addressing client needs.
- Requirement Validation
- elicit requirements extensively with internal",[]
